"id_produk";"id_berita";"id_kalimat";"nama_produk";"isValid";"id_submitter";"date_submit";"time_submit"
"344";"206";"8950";"Tidak Ada";"2";"40";"2018-08-28";"20:53:03"
"345";"206";"8951";"Tidak Ada";"2";"40";"2018-08-28";"20:55:59"
"346";"206";"8952";"Tidak Ada";"2";"40";"2018-08-28";"20:57:31"
"347";"195";"8538";"Tidak Ada";"2";"60";"2018-08-28";"20:58:14"
"348";"206";"8953";"Tidak Ada";"2";"40";"2018-08-28";"20:58:36"
"349";"22";"823";"Tidak Ada";"2";"37";"2018-08-28";"21:00:25"
"350";"206";"8957";"Tidak Ada";"2";"40";"2018-08-28";"21:00:39"
"351";"195";"8539";"Tidak Ada";"2";"60";"2018-08-28";"21:01:46"
"352";"195";"8540";"E-KTP";"2";"60";"2018-08-28";"21:04:25"
"353";"195";"8540";"Pasal Obstruction of Justice";"2";"60";"2018-08-28";"21:04:44"
"354";"206";"8958";"Tidak Ada";"2";"40";"2018-08-28";"21:06:15"
"355";"206";"8959";"Tidak Ada";"2";"40";"2018-08-28";"21:07:28"
"356";"206";"8960";"Tidak Ada";"2";"40";"2018-08-28";"21:08:27"
"357";"206";"8961";"Tidak Ada";"2";"40";"2018-08-28";"21:09:28"
"358";"195";"8541";"Tidak Ada";"2";"60";"2018-08-28";"21:09:36"
"359";"195";"8506";"Tidak Ada";"2";"60";"2018-08-28";"21:12:03"
"360";"206";"8962";"Tidak Ada";"2";"40";"2018-08-28";"21:13:49"
"361";"195";"8507";"Tidak Ada";"2";"60";"2018-08-28";"21:14:00"
"362";"195";"8508";"Tidak Ada";"2";"60";"2018-08-28";"21:15:11"
"363";"206";"8963";"Tidak Ada";"2";"40";"2018-08-28";"21:15:11"
"364";"195";"8509";"Mobil";"2";"60";"2018-08-28";"21:18:06"
"365";"195";"8510";"Tidak Ada";"2";"60";"2018-08-28";"21:19:58"
"366";"195";"8511";"Tidak Ada";"2";"60";"2018-08-28";"21:22:32"
"367";"206";"8964";"Tidak Ada";"2";"40";"2018-08-28";"21:23:19"
"368";"206";"8965";"Tidak Ada";"2";"40";"2018-08-28";"21:24:03"
"369";"195";"8512";"UU Tipikor";"2";"60";"2018-08-28";"21:24:05"
"370";"195";"8513";"Tidak Ada";"2";"60";"2018-08-28";"21:25:33"
"371";"195";"8514";"Tidak Ada";"2";"60";"2018-08-28";"21:26:54"
"372";"30";"1363";"Tidak Ada";"2";"35";"2018-08-28";"21:28:27"
"373";"195";"8515";"Tidak Ada";"2";"60";"2018-08-28";"21:28:37"
"374";"206";"8966";"Tidak Ada";"2";"40";"2018-08-28";"21:28:45"
"375";"30";"1364";"Tidak Ada";"2";"35";"2018-08-28";"21:30:01"
"376";"30";"1365";"Tidak Ada";"2";"35";"2018-08-28";"21:31:54"
"377";"206";"8967";"Tidak Ada";"2";"40";"2018-08-28";"21:31:56"
"378";"206";"8968";"Tidak Ada";"2";"40";"2018-08-28";"21:33:05"
"379";"195";"8516";"Tidak Ada";"2";"60";"2018-08-28";"21:33:47"
"380";"30";"1366";"Tidak Ada";"2";"35";"2018-08-28";"21:34:57"
"381";"195";"8517";"Tidak Ada";"2";"60";"2018-08-28";"21:35:05"
"382";"195";"8518";"Tidak Ada";"2";"60";"2018-08-28";"21:36:23"
"383";"22";"824";"Tidak Ada";"2";"37";"2018-08-28";"21:36:38"
"384";"195";"8519";"Tidak Ada";"2";"60";"2018-08-28";"21:37:47"
"385";"30";"1367";"Tidak Ada";"2";"35";"2018-08-28";"21:38:44"
"386";"206";"8969";"Tidak Ada";"2";"40";"2018-08-28";"21:40:01"
"387";"195";"8520";"E-KTP";"2";"60";"2018-08-28";"21:40:13"
"388";"30";"1368";"Tidak Ada";"2";"35";"2018-08-28";"21:40:37"
"389";"195";"8521";"Tidak Ada";"2";"60";"2018-08-28";"21:41:21"
"390";"206";"8970";"Tidak Ada";"2";"40";"2018-08-28";"21:41:35"
"391";"30";"1369";"Tidak Ada";"2";"35";"2018-08-28";"21:41:58"
"392";"195";"8522";"Tidak Ada";"2";"60";"2018-08-28";"21:42:21"
"393";"206";"8971";"Tidak Ada";"2";"40";"2018-08-28";"21:43:14"
"394";"195";"8523";"Tidak Ada";"2";"60";"2018-08-28";"21:43:59"
"395";"206";"8972";"Tidak Ada";"2";"40";"2018-08-28";"21:44:41"
"396";"206";"8973";"Tidak Ada";"2";"40";"2018-08-28";"21:45:26"
"397";"22";"825";"Tidak Ada";"2";"37";"2018-08-28";"21:45:49"
"398";"30";"1370";"Tidak Ada";"2";"35";"2018-08-28";"21:46:06"
"399";"195";"8524";"Tidak Ada";"2";"60";"2018-08-28";"21:46:08"
"400";"195";"8525";"Tidak Ada";"2";"60";"2018-08-28";"21:46:43"
"401";"30";"1371";"mangga pisang";"2";"35";"2018-08-28";"21:46:48"
"402";"30";"1371";"mangga alpukat";"2";"35";"2018-08-28";"21:47:01"
"403";"195";"8526";"Tidak Ada";"2";"60";"2018-08-28";"21:47:30"
"404";"206";"8974";"Tidak Ada";"2";"40";"2018-08-28";"21:48:02"
"405";"195";"8527";"Tidak Ada";"2";"60";"2018-08-28";"21:48:20"
"406";"195";"8529";"Tidak Ada";"2";"60";"2018-08-28";"21:49:09"
"407";"195";"8531";"Tidak Ada";"2";"60";"2018-08-28";"21:49:57"
"408";"195";"8532";"Tidak Ada";"2";"60";"2018-08-28";"21:50:30"
"409";"30";"1372";"Tidak Ada";"2";"35";"2018-08-28";"21:50:55"
"410";"195";"8533";"Tidak Ada";"2";"60";"2018-08-28";"21:51:00"
"411";"206";"8975";"Tidak Ada";"2";"40";"2018-08-28";"21:51:36"
"412";"195";"8534";"Tidak Ada";"2";"60";"2018-08-28";"21:51:46"
"413";"195";"8535";"Tidak Ada";"2";"60";"2018-08-28";"21:53:11"
"414";"30";"1373";"Tidak Ada";"2";"35";"2018-08-28";"21:53:18"
"415";"195";"8536";"UU Tipikor";"2";"60";"2018-08-28";"21:54:22"
"416";"206";"8976";"Tidak Ada";"2";"40";"2018-08-28";"21:54:33"
"417";"30";"1374";"Tidak Ada";"2";"35";"2018-08-28";"21:54:34"
"418";"195";"8537";"UU";"2";"60";"2018-08-28";"21:55:26"
"419";"206";"8977";"Tidak Ada";"2";"40";"2018-08-28";"21:55:52"
"420";"30";"1375";"Tidak Ada";"2";"35";"2018-08-28";"21:57:07"
"421";"188";"8169";"Tidak Ada";"2";"60";"2018-08-28";"21:57:14"
"422";"188";"8170";"Tidak Ada";"2";"60";"2018-08-28";"21:58:11"
"423";"30";"1376";"Tidak Ada";"2";"35";"2018-08-28";"21:58:43"
"424";"188";"8171";"Tidak Ada";"2";"60";"2018-08-28";"21:59:28"
"425";"30";"1377";"Tidak Ada";"2";"35";"2018-08-28";"22:00:03"
"426";"206";"8978";"Tidak Ada";"2";"40";"2018-08-28";"22:01:08"
"427";"30";"1378";"Tidak Ada";"2";"35";"2018-08-28";"22:01:33"
"428";"188";"8172";"Tidak Ada";"2";"60";"2018-08-28";"22:01:44"
"429";"30";"1379";"Tidak Ada";"2";"35";"2018-08-28";"22:03:13"
"430";"188";"8173";"Tidak Ada";"2";"60";"2018-08-28";"22:03:20"
"431";"206";"8979";"Tidak Ada";"2";"40";"2018-08-28";"22:03:51"
"432";"188";"8149";"Tidak Ada";"2";"60";"2018-08-28";"22:04:03"
"433";"30";"1380";"Tidak Ada";"2";"35";"2018-08-28";"22:04:08"
"434";"30";"1381";"Tidak Ada";"2";"35";"2018-08-28";"22:04:56"
"435";"206";"8980";"Tidak Ada";"2";"40";"2018-08-28";"22:05:05"
"436";"30";"1382";"Tidak Ada";"2";"35";"2018-08-28";"22:05:26"
"437";"206";"8981";"Tidak Ada";"2";"40";"2018-08-28";"22:06:21"
"438";"30";"1383";"Tidak Ada";"2";"35";"2018-08-28";"22:08:01"
"439";"206";"8982";"Tidak Ada";"2";"40";"2018-08-28";"22:08:13"
"440";"30";"1384";"Tidak Ada";"2";"35";"2018-08-28";"22:09:05"
"441";"100";"4136";"Tidak Ada";"2";"50";"2018-08-28";"22:09:56"
"442";"30";"1385";"Tidak Ada";"2";"35";"2018-08-28";"22:10:25"
"443";"206";"8983";"Tidak Ada";"2";"40";"2018-08-28";"22:10:27"
"444";"188";"8150";"Tidak Ada";"2";"60";"2018-08-28";"22:10:32"
"445";"30";"1386";"Tidak Ada";"2";"35";"2018-08-28";"22:11:17"
"446";"206";"8984";"Tidak Ada";"2";"40";"2018-08-28";"22:11:26"
"447";"206";"8985";"Tidak Ada";"2";"40";"2018-08-28";"22:12:12"
"448";"30";"1387";"Tidak Ada";"2";"35";"2018-08-28";"22:12:40"
"449";"206";"8986";"Tidak Ada";"2";"40";"2018-08-28";"22:12:58"
"450";"188";"8151";"Tidak Ada";"2";"60";"2018-08-28";"22:13:06"
"451";"188";"8152";"Tidak Ada";"2";"60";"2018-08-28";"22:13:48"
"452";"217";"9323";"Tidak Ada";"2";"40";"2018-08-28";"22:15:04"
"453";"30";"1388";"Tidak Ada";"2";"35";"2018-08-28";"22:15:06"
"454";"188";"8153";"Tidak Ada";"2";"60";"2018-08-28";"22:15:38"
"455";"22";"826";"Tidak Ada";"2";"37";"2018-08-28";"22:15:40"
"456";"30";"1389";"Tidak Ada";"2";"35";"2018-08-28";"22:16:03"
"457";"188";"8154";"Tidak Ada";"2";"60";"2018-08-28";"22:16:16"
"458";"217";"9324";"Tidak Ada";"2";"40";"2018-08-28";"22:16:38"
"459";"30";"1390";"Redmi Note 5a";"2";"35";"2018-08-28";"22:16:55"
"460";"188";"8155";"Tidak Ada";"2";"60";"2018-08-28";"22:17:52"
"461";"217";"9325";"Tidak Ada";"2";"40";"2018-08-28";"22:18:23"
"462";"30";"1391";"Tidak Ada";"2";"35";"2018-08-28";"22:19:16"
"463";"217";"9326";"Tidak Ada";"2";"40";"2018-08-28";"22:19:37"
"464";"188";"8156";"Tidak Ada";"2";"60";"2018-08-28";"22:20:22"
"465";"217";"9327";"Tidak Ada";"2";"40";"2018-08-28";"22:22:53"
"466";"188";"8157";"Tidak Ada";"2";"60";"2018-08-28";"22:23:28"
"467";"217";"9328";"Tidak Ada";"2";"40";"2018-08-28";"22:24:30"
"468";"30";"1392";"Tidak Ada";"2";"35";"2018-08-28";"22:24:52"
"469";"188";"8158";"Zalando";"2";"60";"2018-08-28";"22:25:05"
"470";"30";"1393";"Redmi Note 5a";"2";"35";"2018-08-28";"22:25:29"
"471";"217";"9330";"Tidak Ada";"2";"40";"2018-08-28";"22:25:56"
"472";"188";"8159";"Tidak Ada";"2";"60";"2018-08-28";"22:26:07"
"473";"188";"8160";"Tidak Ada";"2";"60";"2018-08-28";"22:26:41"
"474";"188";"8161";"Tidak Ada";"2";"60";"2018-08-28";"22:27:15"
"475";"188";"8162";"Zalando";"2";"60";"2018-08-28";"22:27:56"
"476";"188";"8163";"Tidak Ada";"2";"60";"2018-08-28";"22:28:25"
"477";"30";"1394";"Redmi Note 5a";"2";"35";"2018-08-28";"22:28:38"
"478";"188";"8164";"Tidak Ada";"2";"60";"2018-08-28";"22:29:32"
"479";"188";"8165";"Tidak Ada";"2";"60";"2018-08-28";"22:30:06"
"480";"188";"8166";"Tidak Ada";"2";"60";"2018-08-28";"22:30:39"
"481";"188";"8167";"Tidak Ada";"2";"60";"2018-08-28";"22:31:37"
"482";"188";"8168";"Tidak Ada";"2";"60";"2018-08-28";"22:32:12"
"483";"210";"9099";"Justice League";"2";"60";"2018-08-28";"22:32:57"
"484";"210";"9099";"Wonder";"2";"60";"2018-08-28";"22:33:01"
"485";"30";"1395";"Tidak Ada";"2";"35";"2018-08-28";"22:33:09"
"486";"30";"1396";"Nova 2i";"2";"35";"2018-08-28";"22:33:42"
"487";"210";"9108";"Tidak Ada";"2";"60";"2018-08-28";"22:34:27"
"488";"30";"1396";"Huawei Nova 2i";"2";"35";"2018-08-28";"22:35:31"
"489";"210";"9079";"Justice League";"2";"60";"2018-08-28";"22:35:42"
"490";"210";"9080";"Justice League";"2";"60";"2018-08-28";"22:36:33"
"491";"210";"9081";"Tidak Ada";"2";"60";"2018-08-28";"22:37:55"
"492";"30";"1397";"Huawei Nova 2i";"2";"35";"2018-08-28";"22:37:56"
"493";"210";"9082";"Tidak Ada";"2";"60";"2018-08-28";"22:38:42"
"494";"210";"9083";"DC";"2";"60";"2018-08-28";"22:39:42"
"495";"30";"1398";"huawei Nova 2i";"2";"35";"2018-08-28";"22:39:51"
"496";"210";"9084";"Tidak Ada";"2";"60";"2018-08-28";"22:41:42"
"497";"30";"1399";"Tidak Ada";"2";"35";"2018-08-28";"22:41:51"
"498";"210";"9085";"Man of Steel";"2";"60";"2018-08-28";"22:43:31"
"499";"210";"9085";"Batman V Superman";"2";"60";"2018-08-28";"22:43:39"
"500";"210";"9085";"Wonder Woman";"2";"60";"2018-08-28";"22:43:43"
"501";"210";"9086";"The Avengers";"2";"60";"2018-08-28";"22:45:07"
"502";"30";"1400";"Tidak Ada";"2";"35";"2018-08-28";"22:45:18"
"503";"30";"1401";"Huawei Nova 2i";"2";"35";"2018-08-28";"22:45:40"
"504";"210";"9087";"Justice League";"2";"60";"2018-08-28";"22:46:31"
"505";"30";"1402";"Tidak Ada";"2";"35";"2018-08-28";"22:46:43"
"506";"45";"2090";"turbin";"2";"35";"2018-08-28";"22:48:01"
"507";"45";"2091";"Tidak Ada";"2";"35";"2018-08-28";"22:53:48"
"508";"45";"2092";"Tidak Ada";"2";"35";"2018-08-28";"22:57:13"
"509";"45";"2094";"Tidak Ada";"2";"35";"2018-08-28";"22:58:21"
"510";"45";"2095";"Tidak Ada";"2";"35";"2018-08-28";"23:00:00"
"511";"45";"2096";"Tidak Ada";"2";"35";"2018-08-28";"23:02:41"
"512";"45";"2097";"Tidak Ada";"2";"35";"2018-08-28";"23:04:09"
"513";"45";"2098";"Tidak Ada";"2";"35";"2018-08-28";"23:05:37"
"514";"45";"2099";"Tidak Ada";"2";"35";"2018-08-28";"23:07:15"
"515";"215";"9281";"Tidak Ada";"2";"57";"2018-08-29";"00:47:41"
"516";"215";"9282";"Tidak Ada";"2";"57";"2018-08-29";"00:51:16"
"517";"215";"9283";"Tidak Ada";"2";"57";"2018-08-29";"00:53:06"
"518";"215";"9284";"Tidak Ada";"2";"57";"2018-08-29";"00:58:09"
"519";"215";"9285";"Tidak Ada";"2";"57";"2018-08-29";"01:04:50"
"520";"215";"9286";"Tidak Ada";"2";"57";"2018-08-29";"01:09:10"
"521";"215";"9287";"Tidak Ada";"2";"57";"2018-08-29";"01:11:27"
"522";"215";"9288";"Tidak Ada";"2";"57";"2018-08-29";"01:16:55"
"523";"215";"9290";"Tidak Ada";"2";"57";"2018-08-29";"01:19:15"
"524";"215";"9291";"Tidak Ada";"2";"57";"2018-08-29";"01:22:32"
"525";"211";"9109";"Tidak Ada";"2";"31";"2018-08-29";"02:01:32"
"526";"211";"9110";"Tidak Ada";"2";"31";"2018-08-29";"02:03:24"
"527";"211";"9111";"Tidak Ada";"2";"31";"2018-08-29";"02:04:27"
"528";"211";"9112";"Tidak Ada";"2";"31";"2018-08-29";"02:04:58"
"529";"211";"9113";"Tidak Ada";"2";"31";"2018-08-29";"02:07:15"
"530";"211";"9114";"Tidak Ada";"2";"31";"2018-08-29";"02:09:03"
"531";"211";"9115";"Tidak Ada";"2";"31";"2018-08-29";"02:10:04"
"532";"211";"9116";"Tidak Ada";"2";"31";"2018-08-29";"02:10:58"
"533";"211";"9117";"Tidak Ada";"2";"31";"2018-08-29";"02:11:58"
"534";"211";"9118";"Tidak Ada";"2";"31";"2018-08-29";"02:14:37"
"535";"211";"9119";"Tidak Ada";"2";"31";"2018-08-29";"02:16:12"
"536";"211";"9120";"Tidak Ada";"2";"31";"2018-08-29";"02:18:03"
"537";"211";"9121";"Tidak Ada";"2";"31";"2018-08-29";"02:20:05"
"538";"211";"9122";"Tidak Ada";"2";"31";"2018-08-29";"02:22:01"
"539";"211";"9123";"Tidak Ada";"2";"31";"2018-08-29";"08:34:08"
"540";"211";"9124";"Tidak Ada";"2";"31";"2018-08-29";"08:34:39"
"541";"211";"9125";"Tidak Ada";"2";"31";"2018-08-29";"08:35:31"
"542";"211";"9126";"Tidak Ada";"2";"31";"2018-08-29";"08:36:29"
"543";"211";"9127";"Tidak Ada";"2";"31";"2018-08-29";"08:37:10"
"544";"211";"9128";"Tidak Ada";"2";"31";"2018-08-29";"08:37:46"
"545";"211";"9129";"Tidak Ada";"2";"31";"2018-08-29";"08:38:38"
"546";"211";"9130";"Tidak Ada";"2";"31";"2018-08-29";"08:40:33"
"547";"211";"9131";"Tidak Ada";"2";"31";"2018-08-29";"08:42:26"
"548";"211";"9132";"Tidak Ada";"2";"31";"2018-08-29";"08:42:45"
"549";"211";"9133";"Tidak Ada";"2";"31";"2018-08-29";"08:44:20"
"550";"211";"9134";"Tidak Ada";"2";"31";"2018-08-29";"08:45:05"
"551";"211";"9135";"Tidak Ada";"2";"31";"2018-08-29";"08:46:10"
"552";"211";"9136";"Tidak Ada";"2";"31";"2018-08-29";"08:49:41"
"553";"211";"9137";"Tidak Ada";"2";"31";"2018-08-29";"08:56:55"
"554";"211";"9138";"Tidak Ada";"2";"31";"2018-08-29";"08:57:25"
"555";"211";"9139";"Tidak Ada";"2";"31";"2018-08-29";"09:04:33"
"556";"211";"9140";"Tidak Ada";"2";"31";"2018-08-29";"09:07:01"
"557";"211";"9141";"Tidak Ada";"2";"31";"2018-08-29";"09:08:13"
"558";"211";"9142";"Tidak Ada";"2";"31";"2018-08-29";"09:08:44"
"559";"211";"9143";"Tidak Ada";"2";"31";"2018-08-29";"09:10:15"
"560";"211";"9144";"Tidak Ada";"2";"31";"2018-08-29";"09:11:17"
"561";"211";"9145";"Tidak Ada";"2";"31";"2018-08-29";"09:12:29"
"562";"211";"9146";"Tidak Ada";"2";"31";"2018-08-29";"09:18:28"
"563";"211";"9147";"Tidak Ada";"2";"31";"2018-08-29";"09:19:00"
"564";"285";"12272";"Tidak Ada";"2";"57";"2018-08-29";"10:17:03"
"565";"285";"12273";"Tidak Ada";"2";"57";"2018-08-29";"10:19:25"
"566";"285";"12273";"Tidak Ada";"2";"57";"2018-08-29";"10:19:26"
"567";"285";"12274";"Tidak Ada";"2";"57";"2018-08-29";"10:21:12"
"568";"285";"12277";"Tidak Ada";"2";"57";"2018-08-29";"10:37:22"
"569";"285";"12278";"Tidak Ada";"2";"57";"2018-08-29";"10:40:36"
"570";"285";"12279";"Tidak Ada";"2";"57";"2018-08-29";"10:49:00"
"571";"285";"12280";"Tidak Ada";"2";"57";"2018-08-29";"10:51:04"
"572";"23";"851";"Tidak Ada";"2";"36";"2018-08-29";"11:00:36"
"573";"23";"852";"Tidak Ada";"2";"36";"2018-08-29";"11:02:45"
"574";"23";"853";"Tidak Ada";"2";"36";"2018-08-29";"11:04:54"
"575";"23";"854";"Tidak Ada";"2";"36";"2018-08-29";"11:07:14"
"576";"23";"855";"Tidak Ada";"2";"36";"2018-08-29";"11:10:13"
"577";"285";"12255";"Tidak Ada";"2";"57";"2018-08-29";"11:10:20"
"578";"23";"856";"Tidak Ada";"2";"36";"2018-08-29";"11:11:29"
"579";"199";"8683";"Tidak Ada";"2";"62";"2018-08-29";"11:12:33"
"580";"285";"12256";"Tidak Ada";"2";"57";"2018-08-29";"11:13:02"
"581";"285";"12257";"Tidak Ada";"2";"57";"2018-08-29";"11:15:34"
"582";"23";"857";"Tidak Ada";"2";"36";"2018-08-29";"11:16:51"
"583";"199";"8684";"Tidak Ada";"2";"62";"2018-08-29";"11:16:58"
"584";"23";"858";"Tidak Ada";"2";"36";"2018-08-29";"11:19:10"
"585";"285";"12258";"Tidak Ada";"2";"57";"2018-08-29";"11:20:40"
"586";"199";"8685";"Tidak Ada";"2";"62";"2018-08-29";"11:21:06"
"587";"23";"859";"Tidak Ada";"2";"36";"2018-08-29";"11:22:10"
"588";"285";"12259";"Tidak Ada";"2";"57";"2018-08-29";"11:24:11"
"589";"23";"860";"Tidak Ada";"2";"36";"2018-08-29";"11:24:43"
"590";"109";"4454";"Tidak Ada";"2";"32";"2018-08-29";"11:25:11"
"591";"199";"8686";"Tidak Ada";"2";"62";"2018-08-29";"11:26:52"
"592";"285";"12260";"Tidak Ada";"2";"57";"2018-08-29";"11:27:23"
"593";"23";"861";"Tidak Ada";"2";"36";"2018-08-29";"11:28:44"
"594";"109";"4455";"film Nina Bobo Untuk Bobby";"2";"32";"2018-08-29";"11:29:13"
"595";"23";"862";"Tidak Ada";"2";"36";"2018-08-29";"11:29:48"
"596";"23";"863";"Tidak Ada";"2";"36";"2018-08-29";"11:32:08"
"597";"285";"12261";"Tidak Ada";"2";"57";"2018-08-29";"11:47:21"
"598";"285";"12262";"Tidak Ada";"2";"57";"2018-08-29";"11:50:00"
"599";"285";"12263";"Tidak Ada";"2";"57";"2018-08-29";"11:51:57"
"600";"285";"12263";"Tidak Ada";"2";"57";"2018-08-29";"11:51:57"
"601";"285";"12264";"Tidak Ada";"2";"57";"2018-08-29";"11:53:35"
"602";"285";"12264";"Tidak Ada";"2";"57";"2018-08-29";"11:53:35"
"603";"285";"12265";"Tidak Ada";"2";"57";"2018-08-29";"11:59:52"
"604";"285";"12266";"Tidak Ada";"2";"57";"2018-08-29";"12:01:11"
"605";"285";"12267";"Tidak Ada";"2";"57";"2018-08-29";"12:24:03"
"606";"285";"12268";"Tidak Ada";"2";"57";"2018-08-29";"12:25:51"
"607";"285";"12269";"Tidak Ada";"2";"57";"2018-08-29";"12:27:29"
"608";"285";"12270";"Tidak Ada";"2";"57";"2018-08-29";"12:28:43"
"609";"285";"12271";"Tidak Ada";"2";"57";"2018-08-29";"12:30:43"
"610";"310";"13336";"Tidak Ada";"2";"57";"2018-08-29";"12:37:02"
"611";"310";"13299";"Tidak Ada";"2";"57";"2018-08-29";"12:39:04"
"612";"310";"13300";"Tidak Ada";"2";"57";"2018-08-29";"12:41:25"
"613";"310";"13301";"Tidak Ada";"2";"57";"2018-08-29";"12:43:14"
"614";"310";"13302";"Tidak Ada";"2";"57";"2018-08-29";"12:45:13"
"615";"310";"13303";"Tidak Ada";"2";"57";"2018-08-29";"12:47:11"
"616";"310";"13304";"Tidak Ada";"2";"57";"2018-08-29";"12:49:43"
"617";"310";"13305";"Tidak Ada";"2";"57";"2018-08-29";"12:52:47"
"618";"310";"13306";"Tidak Ada";"2";"57";"2018-08-29";"12:54:52"
"619";"310";"13307";"Tidak Ada";"2";"57";"2018-08-29";"12:56:52"
"620";"310";"13308";"Tidak Ada";"2";"57";"2018-08-29";"13:12:11"
"621";"310";"13309";"Tidak Ada";"2";"57";"2018-08-29";"13:14:41"
"622";"310";"13310";"Tidak Ada";"2";"57";"2018-08-29";"13:16:29"
"623";"211";"9148";"Tidak Ada";"2";"31";"2018-08-29";"13:18:13"
"624";"35";"1570";"rovers mars 2020";"2";"34";"2018-08-29";"13:18:25"
"625";"310";"13312";"Tidak Ada";"2";"57";"2018-08-29";"13:19:31"
"626";"211";"9149";"Tidak Ada";"2";"31";"2018-08-29";"13:20:42"
"627";"109";"4456";"Tidak Ada";"2";"32";"2018-08-29";"13:21:05"
"628";"240";"10479";"Tidak Ada";"2";"63";"2018-08-29";"13:21:10"
"629";"211";"9150";"Tidak Ada";"2";"31";"2018-08-29";"13:21:14"
"630";"310";"13313";"Tidak Ada";"2";"57";"2018-08-29";"13:21:43"
"631";"109";"4457";"Tidak Ada";"2";"32";"2018-08-29";"13:22:24"
"632";"15";"579";"Tidak Ada";"2";"53";"2018-08-29";"13:22:33"
"633";"310";"13314";"Tidak Ada";"2";"57";"2018-08-29";"13:24:04"
"634";"211";"9151";"Tidak Ada";"2";"31";"2018-08-29";"13:24:18"
"635";"240";"10480";"Tidak Ada";"2";"63";"2018-08-29";"13:25:46"
"636";"310";"13315";"Tidak Ada";"2";"57";"2018-08-29";"13:26:10"
"637";"310";"13315";"Tidak Ada";"2";"57";"2018-08-29";"13:26:10"
"638";"211";"9152";"Tidak Ada";"2";"31";"2018-08-29";"13:27:56"
"639";"310";"13316";"Tidak Ada";"2";"57";"2018-08-29";"13:27:57"
"640";"310";"13317";"Tidak Ada";"2";"57";"2018-08-29";"13:29:20"
"641";"240";"10481";"Kepala Daerah";"2";"63";"2018-08-29";"13:29:31"
"642";"240";"10481";"Tidak Ada";"2";"63";"2018-08-29";"13:29:46"
"643";"109";"4458";"Tidak Ada";"2";"32";"2018-08-29";"13:31:08"
"644";"310";"13318";"Tidak Ada";"2";"57";"2018-08-29";"13:31:09"
"645";"310";"13318";"Tidak Ada";"2";"57";"2018-08-29";"13:31:10"
"646";"199";"8666";"Tidak Ada";"2";"65";"2018-08-29";"13:31:25"
"647";"211";"9153";"Tidak Ada";"2";"31";"2018-08-29";"13:32:26"
"648";"15";"580";"Tidak Ada";"2";"53";"2018-08-29";"13:33:06"
"649";"310";"13319";"Tidak Ada";"2";"57";"2018-08-29";"13:33:07"
"650";"211";"9154";"Tidak Ada";"2";"31";"2018-08-29";"13:33:38"
"651";"109";"4459";"Nina Bobo Untuk Bobby";"2";"32";"2018-08-29";"13:34:11"
"652";"109";"4459";"Tidak Ada";"2";"32";"2018-08-29";"13:34:21"
"653";"310";"13321";"Tidak Ada";"2";"57";"2018-08-29";"13:34:56"
"654";"310";"13321";"Tidak Ada";"2";"57";"2018-08-29";"13:34:56"
"655";"211";"9155";"Tidak Ada";"2";"31";"2018-08-29";"13:35:16"
"656";"240";"10482";"Tidak Ada";"2";"63";"2018-08-29";"13:35:50"
"657";"310";"13323";"Tidak Ada";"2";"57";"2018-08-29";"13:36:28"
"658";"211";"9156";"Tidak Ada";"2";"31";"2018-08-29";"13:36:33"
"659";"199";"8667";"Tidak Ada";"2";"65";"2018-08-29";"13:37:12"
"660";"211";"9157";"Tidak Ada";"2";"31";"2018-08-29";"13:37:15"
"661";"211";"9158";"Tidak Ada";"2";"31";"2018-08-29";"13:37:47"
"662";"310";"13324";"Tidak Ada";"2";"57";"2018-08-29";"13:38:44"
"663";"211";"9159";"Tidak Ada";"2";"31";"2018-08-29";"13:38:45"
"664";"15";"581";"Tidak Ada";"2";"53";"2018-08-29";"13:38:47"
"665";"109";"4460";"Tidak Ada";"2";"32";"2018-08-29";"13:38:55"
"666";"211";"9160";"Tidak Ada";"2";"31";"2018-08-29";"13:39:28"
"667";"240";"10483";"Tidak Ada";"2";"63";"2018-08-29";"13:39:52"
"668";"310";"13325";"Tidak Ada";"2";"57";"2018-08-29";"13:40:22"
"669";"211";"9161";"Tidak Ada";"2";"31";"2018-08-29";"13:41:14"
"670";"211";"9162";"Tidak Ada";"2";"31";"2018-08-29";"13:42:15"
"671";"310";"13326";"Tidak Ada";"2";"57";"2018-08-29";"13:42:20"
"672";"240";"10484";"Tidak Ada";"2";"63";"2018-08-29";"13:42:37"
"673";"211";"9163";"Tidak Ada";"2";"31";"2018-08-29";"13:42:56"
"674";"211";"9164";"Tidak Ada";"2";"31";"2018-08-29";"13:43:26"
"675";"211";"9165";"Tidak Ada";"2";"31";"2018-08-29";"13:43:59"
"676";"310";"13327";"Tidak Ada";"2";"57";"2018-08-29";"13:44:14"
"677";"310";"13327";"Tidak Ada";"2";"57";"2018-08-29";"13:44:14"
"678";"211";"9166";"Tidak Ada";"2";"31";"2018-08-29";"13:44:44"
"679";"240";"10485";"Tidak Ada";"2";"63";"2018-08-29";"13:44:44"
"680";"211";"9167";"Tidak Ada";"2";"31";"2018-08-29";"13:45:27"
"681";"15";"583";"Tidak Ada";"2";"53";"2018-08-29";"13:45:29"
"682";"310";"13328";"Tidak Ada";"2";"57";"2018-08-29";"13:46:01"
"683";"240";"10486";"Tidak Ada";"2";"63";"2018-08-29";"13:46:06"
